player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,is_break_point,server_is_player1,point_won,match_id
0,0,4,1,4,3,0,0,1,10489233
0,0,4,1,4,4,1,0,0,10489233
0,0,4,1,5,4,0,0,1,10489233
0,0,4,1,6,4,0,0,1,10489233
0,0,4,2,1,0,0,1,1,10489233
0,0,4,2,2,0,0,1,1,10489233
0,0,4,2,2,1,0,1,0,10489233
0,0,4,2,3,1,0,1,1,10489233
0,0,4,2,4,1,0,1,1,10489233
0,0,5,2,0,1,0,0,0,10489233
0,0,5,2,0,2,0,0,0,10489233
0,0,5,2,1,2,0,0,1,10489233
0,0,5,2,2,2,0,0,1,10489233
0,0,5,2,3,2,0,0,1,10489233
0,0,5,2,3,3,1,0,0,10489233
0,0,5,2,4,3,0,0,1,10489233
0,0,5,2,5,3,0,0,1,10489233
0,0,5,3,0,1,0,1,0,10489233
0,0,5,3,0,2,0,1,0,10489233
0,0,5,3,1,2,0,1,1,10489233
0,0,5,3,1,3,1,1,0,10489233
0,0,5,3,2,3,1,1,1,10489233
0,0,5,3,2,4,1,1,0,10489233
0,0,5,4,1,0,0,0,1,10489233
0,0,5,4,2,0,0,0,1,10489233
0,0,5,4,2,1,0,0,0,10489233
0,0,5,4,3,1,0,0,1,10489233
0,0,5,4,4,1,0,0,1,10489233
0,0,5,5,1,0,0,1,1,10489233
0,0,5,5,1,1,0,1,0,10489233
0,0,5,5,1,2,0,1,0,10489233
0,0,5,5,1,3,1,1,0,10489233
0,0,5,5,1,4,1,1,0,10489233
0,0,5,6,1,0,0,0,1,10489233
0,0,5,6,1,1,0,0,0,10489233
0,0,5,6,1,2,0,0,0,10489233
0,0,5,6,2,2,0,0,1,10489233
0,0,5,6,3,2,0,0,1,10489233
0,0,5,6,3,3,1,0,0,10489233
0,0,5,6,3,4,1,0,0,10489233
0,0,5,6,4,4,1,0,1,10489233
0,0,5,6,5,4,0,0,1,10489233
0,0,5,6,6,4,0,0,1,10489233
0,1,0,0,0,1,0,1,0,10489233
0,1,0,0,1,1,0,1,1,10489233
0,1,0,0,2,1,0,1,1,10489233
0,1,0,0,2,2,0,1,0,10489233
0,1,0,0,2,3,1,1,0,10489233
0,1,0,0,3,3,1,1,1,10489233
0,1,0,0,4,3,0,1,1,10489233
0,1,0,0,5,3,0,1,1,10489233
0,1,1,0,0,1,0,0,0,10489233
0,1,1,0,1,1,0,0,1,10489233
0,1,1,0,1,2,0,0,0,10489233
0,1,1,0,2,2,0,0,1,10489233
0,1,1,0,3,2,0,0,1,10489233
0,1,1,0,3,3,1,0,0,10489233
0,1,1,0,4,3,0,0,1,10489233
0,1,1,0,5,3,0,0,1,10489233
0,1,1,1,1,0,0,1,1,10489233
0,1,1,1,2,0,0,1,1,10489233
0,1,1,1,2,1,0,1,0,10489233
0,1,1,1,2,2,0,1,0,10489233
0,1,1,1,3,2,0,1,1,10489233
0,1,1,1,4,2,0,1,1,10489233
0,1,2,1,1,0,0,0,1,10489233
0,1,2,1,2,0,0,0,1,10489233
0,1,2,1,2,1,0,0,0,10489233
0,1,2,1,3,1,0,0,1,10489233
0,1,2,1,4,1,0,0,1,10489233
0,1,2,2,1,0,0,1,1,10489233
0,1,2,2,2,0,0,1,1,10489233
0,1,2,2,3,0,0,1,1,10489233
0,1,2,2,4,0,0,1,1,10489233
0,1,3,2,1,0,0,0,1,10489233
0,1,3,2,2,0,0,0,1,10489233
0,1,3,2,2,1,0,0,0,10489233
0,1,3,2,3,1,0,0,1,10489233
0,1,3,2,4,1,0,0,1,10489233
0,1,3,3,1,0,0,1,1,10489233
0,1,3,3,2,0,0,1,1,10489233
0,1,3,3,3,0,0,1,1,10489233
0,1,3,3,3,1,0,1,0,10489233
0,1,3,3,3,2,0,1,0,10489233
0,1,3,3,3,3,1,1,0,10489233
0,1,3,3,3,4,1,1,0,10489233
0,1,3,3,4,4,1,1,1,10489233
0,1,3,3,5,4,0,1,1,10489233
0,1,3,3,5,5,1,1,0,10489233
0,1,3,3,6,5,0,1,1,10489233
0,1,3,3,7,5,0,1,1,10489233
0,1,4,3,0,1,0,0,0,10489233
0,1,4,3,1,1,0,0,1,10489233
0,1,4,3,2,1,0,0,1,10489233
0,1,4,3,2,2,0,0,0,10489233
0,1,4,3,2,3,1,0,0,10489233
0,1,4,3,3,3,1,0,1,10489233
0,1,4,3,3,4,1,0,0,10489233
0,1,4,3,3,5,1,0,0,10489233
0,1,5,3,1,0,0,1,1,10489233
0,1,5,3,2,0,0,1,1,10489233
0,1,5,3,3,0,0,1,1,10489233
0,1,5,3,4,0,0,1,1,10489233
1,1,0,0,1,0,0,0,1,10489233
1,1,0,0,1,1,0,0,0,10489233
1,1,0,0,2,1,0,0,1,10489233
1,1,0,0,3,1,0,0,1,10489233
1,1,0,0,3,2,0,0,0,10489233
1,1,0,0,4,2,0,0,1,10489233
1,1,0,1,1,0,0,1,1,10489233
1,1,0,1,2,0,0,1,1,10489233
1,1,0,1,2,1,0,1,0,10489233
1,1,0,1,3,1,0,1,1,10489233
1,1,0,1,3,2,0,1,0,10489233
1,1,0,1,4,2,0,1,1,10489233
1,1,1,1,1,0,0,0,1,10489233
1,1,1,1,2,0,0,0,1,10489233
1,1,1,1,3,0,0,0,1,10489233
1,1,1,1,3,1,0,0,0,10489233
1,1,1,1,4,1,0,0,1,10489233
1,1,1,2,0,1,0,1,0,10489233
1,1,1,2,0,2,0,1,0,10489233
1,1,1,2,1,2,0,1,1,10489233
1,1,1,2,1,3,1,1,0,10489233
1,1,1,2,2,3,1,1,1,10489233
1,1,1,2,2,4,1,1,0,10489233
1,1,1,3,0,1,0,0,0,10489233
1,1,1,3,1,1,0,0,1,10489233
1,1,1,3,1,2,0,0,0,10489233
1,1,1,3,1,3,1,0,0,10489233
1,1,1,3,2,3,1,0,1,10489233
1,1,1,3,3,3,1,0,1,10489233
1,1,1,3,3,4,1,0,0,10489233
1,1,1,3,4,4,1,0,1,10489233
1,1,1,3,4,5,1,0,0,10489233
1,1,1,3,5,5,1,0,1,10489233
1,1,1,3,6,5,0,0,1,10489233
1,1,1,3,7,5,0,0,1,10489233
1,1,1,4,1,0,0,1,1,10489233
1,1,1,4,2,0,0,1,1,10489233
1,1,1,4,2,1,0,1,0,10489233
1,1,1,4,2,2,0,1,0,10489233
1,1,1,4,2,3,1,1,0,10489233
1,1,1,4,2,4,1,1,0,10489233
1,1,1,5,0,1,0,0,0,10489233
1,1,1,5,0,2,0,0,0,10489233
1,1,1,5,0,3,1,0,0,10489233
1,1,1,5,0,4,1,0,0,10489233
1,1,2,5,1,0,0,1,1,10489233
1,1,2,5,1,1,0,1,0,10489233
1,1,2,5,2,1,0,1,1,10489233
1,1,2,5,3,1,0,1,1,10489233
1,1,2,5,3,2,0,1,0,10489233
1,1,2,5,4,2,0,1,1,10489233
1,1,3,5,1,0,0,0,1,10489233
1,1,3,5,2,0,0,0,1,10489233
1,1,3,5,3,0,0,0,1,10489233
1,1,3,5,4,0,0,0,1,10489233
0,0,0,0,1,0,0,1,1,10489975
0,0,0,0,2,0,0,1,1,10489975
0,0,0,0,2,1,0,1,0,10489975
0,0,0,0,3,1,0,1,1,10489975
0,0,0,0,3,2,0,1,0,10489975
0,0,0,0,4,2,0,1,1,10489975
0,0,1,0,0,1,0,0,0,10489975
0,0,1,0,1,1,0,0,1,10489975
0,0,1,0,2,1,0,0,1,10489975
0,0,1,0,3,1,0,0,1,10489975
0,0,1,0,4,1,0,0,1,10489975
0,0,1,1,1,0,0,1,1,10489975
0,0,1,1,1,1,0,1,0,10489975
0,0,1,1,1,2,0,1,0,10489975
0,0,1,1,1,3,1,1,0,10489975
0,0,1,1,1,4,1,1,0,10489975
0,0,1,2,1,0,0,0,1,10489975
0,0,1,2,2,0,0,0,1,10489975
0,0,1,2,2,1,0,0,0,10489975
0,0,1,2,2,2,0,0,0,10489975
0,0,1,2,2,3,1,0,0,10489975
0,0,1,2,2,4,1,0,0,10489975
0,0,2,2,1,0,0,1,1,10489975
0,0,2,2,1,1,0,1,0,10489975
0,0,2,2,2,1,0,1,1,10489975
0,0,2,2,3,1,0,1,1,10489975
0,0,2,2,4,1,0,1,1,10489975
0,0,3,2,1,0,0,0,1,10489975
0,0,3,2,2,0,0,0,1,10489975
0,0,3,2,2,1,0,0,0,10489975
0,0,3,2,2,2,0,0,0,10489975
0,0,3,2,2,3,1,0,0,10489975
0,0,3,2,2,4,1,0,0,10489975
0,0,4,2,0,1,0,1,0,10489975
0,0,4,2,1,1,0,1,1,10489975
0,0,4,2,2,1,0,1,1,10489975
0,0,4,2,2,2,0,1,0,10489975
0,0,4,2,3,2,0,1,1,10489975
0,0,4,2,4,2,0,1,1,10489975
0,0,5,2,0,1,0,0,0,10489975
0,0,5,2,1,1,0,0,1,10489975
0,0,5,2,2,1,0,0,1,10489975
0,0,5,2,2,2,0,0,0,10489975
0,0,5,2,3,2,0,0,1,10489975
0,0,5,2,3,3,1,0,0,10489975
0,0,5,2,3,4,1,0,0,10489975
0,0,5,2,3,5,1,0,0,10489975
1,0,0,0,1,0,0,1,1,10489975
1,0,0,0,2,0,0,1,1,10489975
1,0,0,0,3,0,0,1,1,10489975
1,0,0,0,3,1,0,1,0,10489975
1,0,0,0,3,2,0,1,0,10489975
1,0,0,0,4,2,0,1,1,10489975
1,0,1,0,0,1,0,0,0,10489975
1,0,1,0,1,1,0,0,1,10489975
1,0,1,0,2,1,0,0,1,10489975
1,0,1,0,3,1,0,0,1,10489975
1,0,1,0,4,1,0,0,1,10489975
1,0,1,1,1,0,0,1,1,10489975
1,0,1,1,1,1,0,1,0,10489975
1,0,1,1,2,1,0,1,1,10489975
1,0,1,1,2,2,0,1,0,10489975
1,0,1,1,2,3,1,1,0,10489975
1,0,1,1,3,3,1,1,1,10489975
1,0,1,1,3,4,1,1,0,10489975
1,0,1,1,4,4,1,1,1,10489975
1,0,1,1,5,4,0,1,1,10489975
1,0,1,1,5,5,1,1,0,10489975
1,0,1,1,6,5,0,1,1,10489975
1,0,1,1,7,5,0,1,1,10489975
1,0,2,1,0,1,0,0,0,10489975
1,0,2,1,0,2,0,0,0,10489975
1,0,2,1,1,2,0,0,1,10489975
1,0,2,1,2,2,0,0,1,10489975
1,0,2,1,3,2,0,0,1,10489975
1,0,2,1,4,2,0,0,1,10489975
1,0,2,2,1,0,0,1,1,10489975
1,0,2,2,2,0,0,1,1,10489975
1,0,2,2,3,0,0,1,1,10489975
1,0,2,2,3,1,0,1,0,10489975
1,0,2,2,4,1,0,1,1,10489975
1,0,3,2,1,0,0,0,1,10489975
1,0,3,2,1,1,0,0,0,10489975
1,0,3,2,1,2,0,0,0,10489975
1,0,3,2,2,2,0,0,1,10489975
1,0,3,2,2,3,1,0,0,10489975
1,0,3,2,3,3,1,0,1,10489975
1,0,3,2,4,3,0,0,1,10489975
1,0,3,2,4,4,1,0,0,10489975
1,0,3,2,4,5,1,0,0,10489975
1,0,3,2,4,6,1,0,0,10489975
1,0,4,2,1,0,0,1,1,10489975
1,0,4,2,2,0,0,1,1,10489975
1,0,4,2,3,0,0,1,1,10489975
1,0,4,2,4,0,0,1,1,10489975
1,0,5,2,0,1,0,0,0,10489975
1,0,5,2,1,1,0,0,1,10489975
1,0,5,2,2,1,0,0,1,10489975
1,0,5,2,3,1,0,0,1,10489975
1,0,5,2,3,2,0,0,0,10489975
1,0,5,2,4,2,0,0,1,10489975
1,0,5,3,1,0,0,1,1,10489975
1,0,5,3,2,0,0,1,1,10489975
1,0,5,3,2,1,0,1,0,10489975
1,0,5,3,3,1,0,1,1,10489975
1,0,5,3,4,1,0,1,1,10489975
0,0,0,0,0,1,0,1,0,10489976
0,0,0,0,1,1,0,1,1,10489976
0,0,0,0,1,2,0,1,0,10489976
0,0,0,0,2,2,0,1,1,10489976
0,0,0,0,3,2,0,1,1,10489976
0,0,0,0,4,2,0,1,1,10489976
0,0,1,0,0,1,0,0,0,10489976
0,0,1,0,1,1,0,0,1,10489976
0,0,1,0,2,1,0,0,1,10489976
0,0,1,0,3,1,0,0,1,10489976
0,0,1,0,4,1,0,0,1,10489976
0,0,1,1,1,0,0,1,1,10489976
0,0,1,1,1,1,0,1,0,10489976
0,0,1,1,1,2,0,1,0,10489976
0,0,1,1,2,2,0,1,1,10489976
0,0,1,1,3,2,0,1,1,10489976
0,0,1,1,3,3,1,1,0,10489976
0,0,1,1,4,3,0,1,1,10489976
0,0,1,1,4,4,1,1,0,10489976
0,0,1,1,5,4,0,1,1,10489976
0,0,1,1,6,4,0,1,1,10489976
0,0,2,1,0,1,0,0,0,10489976
0,0,2,1,0,2,0,0,0,10489976
0,0,2,1,0,3,1,0,0,10489976
0,0,2,1,1,3,1,0,1,10489976
0,0,2,1,2,3,1,0,1,10489976
0,0,2,1,2,4,1,0,0,10489976
0,0,3,1,0,1,0,1,0,10489976
0,0,3,1,1,1,0,1,1,10489976
0,0,3,1,2,1,0,1,1,10489976
0,0,3,1,3,1,0,1,1,10489976
0,0,3,1,4,1,0,1,1,10489976
0,0,4,1,1,0,0,0,1,10489976
0,0,4,1,1,1,0,0,0,10489976
0,0,4,1,1,2,0,0,0,10489976
0,0,4,1,2,2,0,0,1,10489976
0,0,4,1,3,2,0,0,1,10489976
0,0,4,1,3,3,1,0,0,10489976
0,0,4,1,3,4,1,0,0,10489976
0,0,4,1,3,5,1,0,0,10489976
0,0,5,1,1,0,0,1,1,10489976
0,0,5,1,1,1,0,1,0,10489976
0,0,5,1,2,1,0,1,1,10489976
0,0,5,1,3,1,0,1,1,10489976
0,0,5,1,3,2,0,1,0,10489976
0,0,5,1,3,3,1,1,0,10489976
0,0,5,1,3,4,1,1,0,10489976
0,0,5,1,3,5,1,1,0,10489976
0,0,5,2,0,1,0,0,0,10489976
0,0,5,2,0,2,0,0,0,10489976
0,0,5,2,1,2,0,0,1,10489976
0,0,5,2,1,3,1,0,0,10489976
0,0,5,2,2,3,1,0,1,10489976
0,0,5,2,3,3,1,0,1,10489976
0,0,5,2,3,4,1,0,0,10489976
0,0,5,2,3,5,1,0,0,10489976
1,0,0,0,0,1,0,1,0,10489976
1,0,0,0,1,1,0,1,1,10489976
1,0,0,0,2,1,0,1,1,10489976
1,0,0,0,3,1,0,1,1,10489976
1,0,0,0,3,2,0,1,0,10489976
1,0,0,0,4,2,0,1,1,10489976
1,0,1,0,0,1,0,0,0,10489976
1,0,1,0,1,1,0,0,1,10489976
1,0,1,0,2,1,0,0,1,10489976
1,0,1,0,3,1,0,0,1,10489976
1,0,1,0,4,1,0,0,1,10489976
1,0,1,1,1,0,0,1,1,10489976
1,0,1,1,2,0,0,1,1,10489976
1,0,1,1,3,0,0,1,1,10489976
1,0,1,1,3,1,0,1,0,10489976
1,0,1,1,4,1,0,1,1,10489976
1,0,2,1,1,0,0,0,1,10489976
1,0,2,1,1,1,0,0,0,10489976
1,0,2,1,1,2,0,0,0,10489976
1,0,2,1,1,3,1,0,0,10489976
1,0,2,1,2,3,1,0,1,10489976
1,0,2,1,2,4,1,0,0,10489976
1,0,3,1,0,1,0,1,0,10489976
1,0,3,1,0,2,0,1,0,10489976
1,0,3,1,1,2,0,1,1,10489976
1,0,3,1,2,2,0,1,1,10489976
1,0,3,1,3,2,0,1,1,10489976
1,0,3,1,3,3,1,1,0,10489976
1,0,3,1,4,3,0,1,1,10489976
1,0,3,1,5,3,0,1,1,10489976
1,0,4,1,1,0,0,0,1,10489976
1,0,4,1,2,0,0,0,1,10489976
1,0,4,1,2,1,0,0,0,10489976
1,0,4,1,2,2,0,0,0,10489976
1,0,4,1,2,3,1,0,0,10489976
1,0,4,1,2,4,1,0,0,10489976
1,0,5,1,0,1,0,1,0,10489976
1,0,5,1,1,1,0,1,1,10489976
1,0,5,1,2,1,0,1,1,10489976
1,0,5,1,3,1,0,1,1,10489976
1,0,5,1,4,1,0,1,1,10489976
0,0,0,0,1,0,0,1,1,10489977
0,0,0,0,2,0,0,1,1,10489977
0,0,0,0,3,0,0,1,1,10489977
0,0,0,0,4,0,0,1,1,10489977
0,0,1,0,0,1,0,0,0,10489977
0,0,1,0,0,2,0,0,0,10489977
0,0,1,0,1,2,0,0,1,10489977
0,0,1,0,2,2,0,0,1,10489977
0,0,1,0,3,2,0,0,1,10489977
0,0,1,0,4,2,0,0,1,10489977
0,0,1,1,0,1,0,1,0,10489977
0,0,1,1,1,1,0,1,1,10489977
0,0,1,1,2,1,0,1,1,10489977
0,0,1,1,3,1,0,1,1,10489977
0,0,1,1,4,1,0,1,1,10489977
0,0,2,1,0,1,0,0,0,10489977
0,0,2,1,1,1,0,0,1,10489977
0,0,2,1,1,2,0,0,0,10489977
0,0,2,1,2,2,0,0,1,10489977
0,0,2,1,3,2,0,0,1,10489977
0,0,2,1,3,3,1,0,0,10489977
0,0,2,1,3,4,1,0,0,10489977
0,0,2,1,4,4,1,0,1,10489977
0,0,2,1,4,5,1,0,0,10489977
0,0,2,1,4,6,1,0,0,10489977
0,0,3,1,1,0,0,1,1,10489977
0,0,3,1,1,1,0,1,0,10489977
0,0,3,1,1,2,0,1,0,10489977
0,0,3,1,2,2,0,1,1,10489977
0,0,3,1,2,3,1,1,0,10489977
0,0,3,1,3,3,1,1,1,10489977
0,0,3,1,4,3,0,1,1,10489977
0,0,3,1,5,3,0,1,1,10489977
0,0,4,1,0,1,0,0,0,10489977
0,0,4,1,1,1,0,0,1,10489977
0,0,4,1,1,2,0,0,0,10489977
0,0,4,1,1,3,1,0,0,10489977
0,0,4,1,1,4,1,0,0,10489977
0,0,5,1,0,1,0,1,0,10489977
0,0,5,1,1,1,0,1,1,10489977
0,0,5,1,1,2,0,1,0,10489977
0,0,5,1,1,3,1,1,0,10489977
0,0,5,1,2,3,1,1,1,10489977
0,0,5,1,3,3,1,1,1,10489977
0,0,5,1,4,3,0,1,1,10489977
0,0,5,1,4,4,1,1,0,10489977
0,0,5,1,5,4,0,1,1,10489977
0,0,5,1,5,5,1,1,0,10489977
0,0,5,1,6,5,0,1,1,10489977
0,0,5,1,6,6,1,1,0,10489977
0,0,5,1,6,7,1,1,0,10489977
0,0,5,1,7,7,1,1,1,10489977
0,0,5,1,8,7,0,1,1,10489977
0,0,5,1,9,7,0,1,1,10489977
1,0,0,0,0,1,0,0,0,10489977
1,0,0,0,0,2,0,0,0,10489977
1,0,0,0,0,3,1,0,0,10489977
1,0,0,0,1,3,1,0,1,10489977
1,0,0,0,2,3,1,0,1,10489977
1,0,0,0,3,3,1,0,1,10489977
1,0,0,0,3,4,1,0,0,10489977
1,0,0,0,4,4,1,0,1,10489977
1,0,0,0,5,4,0,0,1,10489977
1,0,0,0,6,4,0,0,1,10489977
1,0,0,1,0,1,0,1,0,10489977
1,0,0,1,0,2,0,1,0,10489977
1,0,0,1,1,2,0,1,1,10489977
1,0,0,1,2,2,0,1,1,10489977
1,0,0,1,3,2,0,1,1,10489977
1,0,0,1,4,2,0,1,1,10489977
1,0,1,1,0,1,0,0,0,10489977
1,0,1,1,1,1,0,0,1,10489977
1,0,1,1,1,2,0,0,0,10489977
1,0,1,1,1,3,1,0,0,10489977
1,0,1,1,2,3,1,0,1,10489977
1,0,1,1,2,4,1,0,0,10489977
1,0,2,1,1,0,0,1,1,10489977
1,0,2,1,1,1,0,1,0,10489977
1,0,2,1,2,1,0,1,1,10489977
1,0,2,1,2,2,0,1,0,10489977
1,0,2,1,3,2,0,1,1,10489977
1,0,2,1,4,2,0,1,1,10489977
1,0,3,1,1,0,0,0,1,10489977
1,0,3,1,1,1,0,0,0,10489977
1,0,3,1,1,2,0,0,0,10489977
1,0,3,1,1,3,1,0,0,10489977
1,0,3,1,2,3,1,0,1,10489977
1,0,3,1,3,3,1,0,1,10489977
1,0,3,1,4,3,0,0,1,10489977
1,0,3,1,4,4,1,0,0,10489977
1,0,3,1,4,5,1,0,0,10489977
1,0,3,1,4,6,1,0,0,10489977
1,0,4,1,1,0,0,1,1,10489977
1,0,4,1,2,0,0,1,1,10489977
1,0,4,1,3,0,0,1,1,10489977
1,0,4,1,4,0,0,1,1,10489977
1,0,5,1,0,1,0,0,0,10489977
1,0,5,1,0,2,0,0,0,10489977
1,0,5,1,1,2,0,0,1,10489977
1,0,5,1,1,3,1,0,0,10489977
1,0,5,1,2,3,1,0,1,10489977
1,0,5,1,2,4,1,0,0,10489977
0,0,0,0,0,1,0,1,0,10489978
0,0,0,0,1,1,0,1,1,10489978
0,0,0,0,2,1,0,1,1,10489978
0,0,0,0,3,1,0,1,1,10489978
0,0,0,0,4,1,0,1,1,10489978
0,0,1,0,0,1,0,0,0,10489978
0,0,1,0,1,1,0,0,1,10489978
0,0,1,0,1,2,0,0,0,10489978
0,0,1,0,2,2,0,0,1,10489978
0,0,1,0,2,3,1,0,0,10489978
0,0,1,0,2,4,1,0,0,10489978
0,0,2,0,0,1,0,1,0,10489978
0,0,2,0,1,1,0,1,1,10489978
0,0,2,0,2,1,0,1,1,10489978
0,0,2,0,3,1,0,1,1,10489978
0,0,2,0,4,1,0,1,1,10489978
0,0,3,0,0,1,0,0,0,10489978
0,0,3,0,1,1,0,0,1,10489978
0,0,3,0,1,2,0,0,0,10489978
0,0,3,0,2,2,0,0,1,10489978
0,0,3,0,3,2,0,0,1,10489978
0,0,3,0,4,2,0,0,1,10489978
0,0,3,1,0,1,0,1,0,10489978
0,0,3,1,1,1,0,1,1,10489978
0,0,3,1,2,1,0,1,1,10489978
0,0,3,1,3,1,0,1,1,10489978
0,0,3,1,3,2,0,1,0,10489978
0,0,3,1,4,2,0,1,1,10489978
0,0,4,1,0,1,0,0,0,10489978
0,0,4,1,1,1,0,0,1,10489978
0,0,4,1,1,2,0,0,0,10489978
0,0,4,1,1,3,1,0,0,10489978
0,0,4,1,1,4,1,0,0,10489978
0,0,5,1,0,1,0,1,0,10489978
0,0,5,1,1,1,0,1,1,10489978
0,0,5,1,2,1,0,1,1,10489978
0,0,5,1,3,1,0,1,1,10489978
0,0,5,1,3,2,0,1,0,10489978
0,0,5,1,4,2,0,1,1,10489978
1,0,0,0,0,1,0,0,0,10489978
1,0,0,0,1,1,0,0,1,10489978
1,0,0,0,1,2,0,0,0,10489978
1,0,0,0,2,2,0,0,1,10489978
1,0,0,0,3,2,0,0,1,10489978
1,0,0,0,3,3,1,0,0,10489978
1,0,0,0,4,3,0,0,1,10489978
1,0,0,0,5,3,0,0,1,10489978
1,0,0,1,1,0,0,1,1,10489978
1,0,0,1,2,0,0,1,1,10489978
1,0,0,1,3,0,0,1,1,10489978
1,0,0,1,4,0,0,1,1,10489978
1,0,1,1,1,0,0,0,1,10489978
1,0,1,1,1,1,0,0,0,10489978
1,0,1,1,1,2,0,0,0,10489978
1,0,1,1,1,3,1,0,0,10489978
1,0,1,1,1,4,1,0,0,10489978
1,0,2,1,1,0,0,1,1,10489978
1,0,2,1,1,1,0,1,0,10489978
1,0,2,1,2,1,0,1,1,10489978
1,0,2,1,3,1,0,1,1,10489978
1,0,2,1,4,1,0,1,1,10489978
1,0,3,1,1,0,0,0,1,10489978
1,0,3,1,2,0,0,0,1,10489978
1,0,3,1,2,1,0,0,0,10489978
1,0,3,1,2,2,0,0,0,10489978
1,0,3,1,3,2,0,0,1,10489978
1,0,3,1,4,2,0,0,1,10489978
1,0,3,2,0,1,0,1,0,10489978
1,0,3,2,0,2,0,1,0,10489978
1,0,3,2,1,2,0,1,1,10489978
1,0,3,2,2,2,0,1,1,10489978
1,0,3,2,2,3,1,1,0,10489978
1,0,3,2,2,4,1,1,0,10489978
1,0,3,3,0,1,0,0,0,10489978
1,0,3,3,0,2,0,0,0,10489978
1,0,3,3,0,3,1,0,0,10489978
1,0,3,3,0,4,1,0,0,10489978
1,0,4,3,1,0,0,1,1,10489978
1,0,4,3,2,0,0,1,1,10489978
1,0,4,3,3,0,0,1,1,10489978
1,0,4,3,4,0,0,1,1,10489978
1,0,5,3,0,1,0,0,0,10489978
1,0,5,3,0,2,0,0,0,10489978
1,0,5,3,1,2,0,0,1,10489978
1,0,5,3,2,2,0,0,1,10489978
1,0,5,3,3,2,0,0,1,10489978
1,0,5,3,4,2,0,0,1,10489978
1,0,5,4,0,1,0,1,0,10489978
1,0,5,4,0,2,0,1,0,10489978
1,0,5,4,1,2,0,1,1,10489978
1,0,5,4,1,3,1,1,0,10489978
1,0,5,4,2,3,1,1,1,10489978
1,0,5,4,2,4,1,1,0,10489978
1,0,5,5,1,0,0,0,1,10489978
1,0,5,5,2,0,0,0,1,10489978
1,0,5,5,3,0,0,0,1,10489978
1,0,5,5,3,1,0,0,0,10489978
1,0,5,5,4,1,0,0,1,10489978
1,0,5,6,1,0,0,1,1,10489978
1,0,5,6,2,0,0,1,1,10489978
1,0,5,6,3,0,0,1,1,10489978
1,0,5,6,3,1,0,1,0,10489978
1,0,5,6,4,1,0,1,1,10489978
1,0,6,6,1,0,0,0,1,10489978
1,0,6,6,1,1,0,0,0,10489978
1,0,6,6,1,2,0,0,0,10489978
1,0,6,6,2,2,0,0,1,10489978
1,0,6,6,2,3,1,0,0,10489978
1,0,6,6,3,3,1,0,1,10489978
1,0,6,6,4,3,0,0,1,10489978
1,0,6,6,5,3,0,0,1,10489978
1,0,6,6,5,4,0,0,0,10489978
1,0,6,6,6,4,0,0,1,10489978
1,0,6,6,7,4,0,0,1,10489978
1,0,6,6,8,4,0,0,1,10489978
1,0,6,6,9,4,0,0,1,10489978
1,0,6,6,9,5,0,0,0,10489978
1,1,0,0,1,0,0,1,1,10489978
1,1,0,0,2,0,0,1,1,10489978
1,1,0,0,3,0,0,1,1,10489978
1,1,0,0,4,0,0,1,1,10489978
1,1,1,0,1,0,0,0,1,10489978
1,1,1,0,2,0,0,0,1,10489978
1,1,1,0,3,0,0,0,1,10489978
1,1,1,0,3,1,0,0,0,10489978
1,1,1,0,4,1,0,0,1,10489978
1,1,1,1,0,1,0,1,0,10489978
1,1,1,1,1,1,0,1,1,10489978
1,1,1,1,2,1,0,1,1,10489978
1,1,1,1,2,2,0,1,0,10489978
1,1,1,1,2,3,1,1,0,10489978
1,1,1,1,3,3,1,1,1,10489978
1,1,1,1,4,3,0,1,1,10489978
1,1,1,1,5,3,0,1,1,10489978
1,1,2,1,0,1,0,0,0,10489978
1,1,2,1,0,2,0,0,0,10489978
1,1,2,1,0,3,1,0,0,10489978
1,1,2,1,0,4,1,0,0,10489978
1,1,3,1,0,1,0,1,0,10489978
1,1,3,1,1,1,0,1,1,10489978
1,1,3,1,1,2,0,1,0,10489978
1,1,3,1,2,2,0,1,1,10489978
1,1,3,1,3,2,0,1,1,10489978
1,1,3,1,4,2,0,1,1,10489978
1,1,4,1,1,0,0,0,1,10489978
1,1,4,1,2,0,0,0,1,10489978
1,1,4,1,2,1,0,0,0,10489978
1,1,4,1,3,1,0,0,1,10489978
1,1,4,1,3,2,0,0,0,10489978
1,1,4,1,3,3,1,0,0,10489978
1,1,4,1,4,3,0,0,1,10489978
1,1,4,1,4,4,1,0,0,10489978
1,1,4,1,5,4,0,0,1,10489978
1,1,4,1,5,5,1,0,0,10489978
1,1,4,1,5,6,1,0,0,10489978
1,1,4,1,6,6,1,0,1,10489978
1,1,4,1,7,6,0,0,1,10489978
1,1,4,1,8,6,0,0,1,10489978
1,1,4,2,1,0,0,1,1,10489978
1,1,4,2,2,0,0,1,1,10489978
1,1,4,2,3,0,0,1,1,10489978
1,1,4,2,3,1,0,1,0,10489978
1,1,4,2,4,1,0,1,1,10489978
1,1,5,2,1,0,0,0,1,10489978
1,1,5,2,1,1,0,0,0,10489978
1,1,5,2,2,1,0,0,1,10489978
1,1,5,2,2,2,0,0,0,10489978
1,1,5,2,2,3,1,0,0,10489978
1,1,5,2,3,3,1,0,1,10489978
1,1,5,2,3,4,1,0,0,10489978
